A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,Class
0.28,0.31,0.32,0.26,0.28,0.31,0.33,0.24,0.28,0.31,0.33,0.24,0.26,0.29,0.31,0.25,0.26,0.31,0.31,0.25,0.26,0.31,0.3,0.25,0.26,0.3,0.29,0.24,0.26,0.3,0.32,0.24,0.25,0.3,0.32,F
0.28,0.31,0.33,0.24,0.28,0.31,0.33,0.24,0.28,0.31,0.33,0.24,0.26,0.31,0.31,0.25,0.26,0.31,0.3,0.25,0.27,0.31,0.31,0.25,0.26,0.3,0.32,0.24,0.25,0.3,0.32,0.24,0.25,0.3,0.31,F
0.28,0.31,0.33,0.24,0.28,0.31,0.33,0.24,0.28,0.31,0.33,0.26,0.26,0.31,0.3,0.25,0.27,0.31,0.31,0.25,0.27,0.31,0.31,0.25,0.25,0.3,0.32,0.24,0.25,0.3,0.31,0.25,0.26,0.3,0.29,F
0.28,0.31,0.33,0.26,0.28,0.33,0.33,0.26,0.29,0.33,0.35,0.26,0.27,0.31,0.31,0.25,0.26,0.31,0.35,0.25,0.27,0.33,0.35,0.26,0.26,0.3,0.29,0.24,0.26,0.3,0.31,0.25,0.26,0.33,0.32,F
0.28,0.33,0.33,0.26,0.29,0.33,0.35,0.26,0.28,0.31,0.35,0.28,0.26,0.31,0.35,0.25,0.27,0.33,0.35,0.26,0.27,0.31,0.36,0.26,0.26,0.3,0.31,0.25,0.26,0.33,0.32,0.25,0.26,0.32,0.32,F
0.29,0.34,0.36,0.29,0.28,0.31,0.33,0.26,0.25,0.29,0.32,0.26,0.29,0.38,0.41,0.35,0.27,0.34,0.36,0.31,0.27,0.31,0.33,0.27,0.26,0.37,0.41,0.34,0.28,0.35,0.38,0.33,0.26,0.33,0.36,D
0.28,0.31,0.33,0.26,0.25,0.29,0.32,0.26,0.26,0.31,0.33,0.26,0.27,0.34,0.36,0.31,0.27,0.31,0.33,0.27,0.26,0.31,0.31,0.27,0.28,0.35,0.38,0.33,0.26,0.33,0.36,0.28,0.28,0.32,0.35,D
0.25,0.29,0.32,0.26,0.26,0.31,0.33,0.26,0.29,0.31,0.35,0.28,0.27,0.31,0.33,0.27,0.26,0.31,0.31,0.27,0.27,0.31,0.31,0.26,0.26,0.33,0.36,0.28,0.28,0.32,0.35,0.28,0.28,0.32,0.32,D
0.29,0.31,0.35,0.28,0.29,0.33,0.36,0.28,0.29,0.31,0.39,0.33,0.27,0.31,0.31,0.26,0.27,0.31,0.31,0.26,0.27,0.33,0.36,0.29,0.28,0.32,0.32,0.29,0.28,0.33,0.35,0.28,0.28,0.33,0.34,D
0.29,0.33,0.36,0.28,0.29,0.31,0.39,0.33,0.22,0.19,0.41,0.42,0.27,0.31,0.31,0.26,0.27,0.33,0.36,0.29,0.29,0.33,0.39,0.33,0.28,0.33,0.35,0.28,0.28,0.33,0.34,0.28,0.29,0.33,0.38,D
0.29,0.31,0.39,0.33,0.22,0.19,0.41,0.42,0.17,0.13,0.41,0.44,0.27,0.33,0.36,0.29,0.29,0.33,0.39,0.33,0.23,0.19,0.41,0.42,0.28,0.33,0.34,0.28,0.29,0.33,0.38,0.28,0.29,0.27,0.4,B
0.17,0.13,0.41,0.44,0.17,0.13,0.43,0.44,0.16,0.15,0.41,0.45,0.23,0.19,0.41,0.42,0.18,0.13,0.42,0.45,0.18,0.13,0.39,0.42,0.29,0.27,0.4,0.37,0.22,0.16,0.38,0.44,0.18,0.13,0.36,B
0.16,0.13,0.41,0.47,0.17,0.13,0.43,0.49,0.16,0.11,0.44,0.51,0.18,0.13,0.41,0.42,0.18,0.13,0.41,0.45,0.18,0.11,0.42,0.51,0.19,0.15,0.38,0.38,0.2,0.16,0.38,0.4,0.2,0.16,0.38,B
0.16,0.11,0.44,0.51,0.17,0.11,0.44,0.51,0.19,0.15,0.43,0.44,0.18,0.11,0.42,0.51,0.17,0.11,0.42,0.51,0.18,0.13,0.42,0.48,0.2,0.16,0.38,0.41,0.2,0.19,0.35,0.38,0.23,0.25,0.35,B
0.17,0.11,0.44,0.51,0.19,0.15,0.43,0.44,0.25,0.25,0.36,0.29,0.17,0.11,0.42,0.51,0.18,0.13,0.42,0.48,0.2,0.17,0.36,0.36,0.2,0.19,0.35,0.38,0.23,0.25,0.35,0.29,0.26,0.27,0.34,B
0.19,0.15,0.43,0.44,0.25,0.25,0.36,0.29,0.28,0.33,0.33,0.26,0.18,0.13,0.42,0.48,0.2,0.17,0.36,0.36,0.26,0.26,0.31,0.23,0.23,0.25,0.35,0.29,0.26,0.27,0.34,0.25,0.26,0.3,0.34,B
0.25,0.25,0.36,0.29,0.28,0.33,0.33,0.26,0.26,0.31,0.33,0.26,0.2,0.17,0.36,0.36,0.26,0.26,0.31,0.23,0.27,0.31,0.33,0.25,0.26,0.27,0.34,0.25,0.26,0.3,0.34,0.24,0.28,0.32,0.34,D
0.28,0.33,0.33,0.26,0.26,0.31,0.33,0.26,0.26,0.31,0.33,0.24,0.26,0.26,0.31,0.23,0.27,0.31,0.33,0.25,0.27,0.33,0.35,0.26,0.26,0.3,0.34,0.24,0.28,0.32,0.34,0.27,0.28,0.32,0.32,D
0.37,0.46,0.46,0.38,0.39,0.46,0.48,0.38,0.37,0.46,0.48,0.38,0.38,0.44,0.49,0.37,0.38,0.46,0.51,0.38,0.38,0.46,0.45,0.37,0.38,0.44,0.45,0.35,0.35,0.4,0.4,0.33,0.32,0.35,0.35,C
0.39,0.46,0.48,0.38,0.37,0.46,0.48,0.38,0.39,0.46,0.5,0.39,0.38,0.46,0.51,0.38,0.38,0.46,0.45,0.37,0.38,0.44,0.45,0.35,0.35,0.4,0.4,0.33,0.32,0.35,0.35,0.29,0.27,0.33,0.33,C
0.39,0.46,0.5,0.39,0.39,0.46,0.46,0.38,0.37,0.44,0.44,0.36,0.38,0.44,0.45,0.35,0.34,0.4,0.41,0.34,0.36,0.42,0.45,0.35,0.27,0.33,0.33,0.25,0.33,0.4,0.41,0.33,0.38,0.45,0.49,C
0.39,0.46,0.46,0.38,0.37,0.44,0.44,0.36,0.35,0.43,0.44,0.35,0.34,0.4,0.41,0.34,0.36,0.42,0.45,0.35,0.36,0.44,0.47,0.35,0.33,0.4,0.41,0.33,0.38,0.45,0.49,0.4,0.36,0.47,0.49,C
0.35,0.43,0.44,0.35,0.35,0.41,0.42,0.33,0.34,0.43,0.41,0.32,0.36,0.44,0.47,0.35,0.36,0.42,0.43,0.37,0.36,0.42,0.43,0.35,0.36,0.47,0.49,0.38,0.36,0.47,0.47,0.38,0.35,0.45,0.45,D
0.35,0.41,0.42,0.33,0.34,0.43,0.41,0.32,0.34,0.41,0.44,0.33,0.36,0.42,0.43,0.37,0.36,0.42,0.43,0.35,0.33,0.42,0.45,0.34,0.36,0.47,0.47,0.38,0.35,0.45,0.45,0.34,0.33,0.44,0.45,D
0.34,0.43,0.41,0.32,0.34,0.41,0.44,0.33,0.34,0.41,0.41,0.33,0.36,0.42,0.43,0.35,0.33,0.42,0.45,0.34,0.33,0.4,0.41,0.34,0.35,0.45,0.45,0.34,0.33,0.44,0.45,0.34,0.33,0.42,0.43,D
0.34,0.41,0.44,0.33,0.34,0.41,0.41,0.33,0.34,0.41,0.41,0.32,0.33,0.42,0.45,0.34,0.33,0.4,0.41,0.34,0.34,0.4,0.41,0.33,0.33,0.44,0.45,0.34,0.33,0.42,0.43,0.34,0.35,0.42,0.41,D
0.34,0.41,0.41,0.33,0.34,0.41,0.41,0.32,0.34,0.39,0.42,0.33,0.33,0.4,0.41,0.34,0.34,0.4,0.41,0.33,0.34,0.4,0.41,0.33,0.33,0.42,0.43,0.34,0.35,0.42,0.41,0.34,0.33,0.42,0.45,D
0.34,0.39,0.42,0.33,0.34,0.41,0.42,0.35,0.34,0.43,0.44,0.35,0.34,0.4,0.41,0.33,0.33,0.4,0.45,0.34,0.34,0.44,0.47,0.35,0.33,0.42,0.45,0.34,0.33,0.44,0.45,0.35,0.35,0.44,0.45,D
0.34,0.41,0.42,0.35,0.34,0.43,0.44,0.35,0.35,0.44,0.48,0.36,0.33,0.4,0.45,0.34,0.34,0.44,0.47,0.35,0.36,0.44,0.45,0.35,0.33,0.44,0.45,0.35,0.35,0.44,0.45,0.33,0.35,0.42,0.43,D
0.34,0.43,0.44,0.35,0.35,0.44,0.48,0.36,0.35,0.43,0.44,0.35,0.34,0.44,0.47,0.35,0.36,0.44,0.45,0.35,0.34,0.4,0.41,0.33,0.35,0.44,0.45,0.33,0.35,0.42,0.43,0.33,0.32,0.38,0.4,D
0.35,0.44,0.48,0.36,0.35,0.43,0.44,0.35,0.32,0.39,0.39,0.32,0.36,0.44,0.45,0.35,0.34,0.4,0.41,0.33,0.31,0.35,0.36,0.28,0.35,0.42,0.43,0.33,0.32,0.38,0.4,0.31,0.31,0.35,0.38,D
0.35,0.43,0.44,0.35,0.32,0.39,0.39,0.32,0.31,0.36,0.38,0.27,0.34,0.4,0.41,0.33,0.31,0.35,0.36,0.28,0.28,0.33,0.32,0.25,0.32,0.38,0.4,0.31,0.31,0.35,0.38,0.29,0.26,0.31,0.32,F
0.32,0.39,0.39,0.32,0.31,0.36,0.38,0.27,0.29,0.33,0.35,0.26,0.31,0.35,0.36,0.28,0.28,0.33,0.32,0.25,0.28,0.3,0.34,0.27,0.31,0.35,0.38,0.29,0.26,0.31,0.32,0.25,0.27,0.31,0.32,F
0.31,0.36,0.38,0.27,0.29,0.33,0.35,0.26,0.29,0.33,0.35,0.26,0.28,0.33,0.32,0.25,0.28,0.3,0.34,0.27,0.28,0.32,0.32,0.24,0.26,0.31,0.32,0.25,0.27,0.31,0.32,0.24,0.27,0.31,0.33,F
0.29,0.33,0.35,0.26,0.29,0.33,0.35,0.26,0.26,0.29,0.3,0.22,0.28,0.3,0.34,0.27,0.28,0.32,0.32,0.24,0.26,0.3,0.29,0.22,0.27,0.31,0.32,0.24,0.27,0.31,0.33,0.24,0.27,0.33,0.32,F
0.29,0.33,0.35,0.26,0.26,0.29,0.3,0.22,0.25,0.28,0.27,0.22,0.28,0.32,0.32,0.24,0.26,0.3,0.29,0.22,0.26,0.29,0.29,0.22,0.27,0.31,0.33,0.24,0.27,0.33,0.32,0.23,0.26,0.31,0.32,F
0.26,0.29,0.3,0.22,0.25,0.28,0.27,0.22,0.26,0.29,0.3,0.22,0.26,0.3,0.29,0.22,0.26,0.29,0.29,0.22,0.26,0.29,0.31,0.22,0.27,0.33,0.32,0.23,0.26,0.31,0.32,0.24,0.27,0.31,0.32,F
0.26,0.29,0.3,0.22,0.26,0.29,0.31,0.23,0.26,0.29,0.31,0.23,0.26,0.29,0.31,0.22,0.26,0.29,0.31,0.24,0.28,0.3,0.31,0.24,0.27,0.31,0.32,0.23,0.25,0.31,0.31,0.23,0.26,0.29,0.31,F
0.27,0.31,0.3,0.23,0.27,0.31,0.31,0.25,0.27,0.29,0.31,0.23,0.28,0.32,0.32,0.24,0.26,0.3,0.34,0.25,0.26,0.3,0.32,0.24,0.26,0.31,0.31,0.24,0.26,0.31,0.32,0.24,0.25,0.28,0.31,F
0.27,0.31,0.31,0.25,0.27,0.29,0.31,0.23,0.26,0.29,0.3,0.23,0.26,0.3,0.34,0.25,0.26,0.3,0.32,0.24,0.26,0.3,0.29,0.24,0.26,0.31,0.32,0.24,0.25,0.28,0.31,0.24,0.25,0.29,0.31,F
0.27,0.29,0.31,0.23,0.26,0.29,0.3,0.23,0.26,0.29,0.33,0.25,0.26,0.3,0.32,0.24,0.26,0.3,0.29,0.24,0.25,0.29,0.32,0.22,0.25,0.28,0.31,0.24,0.25,0.29,0.31,0.22,0.26,0.29,0.31,F
0.26,0.29,0.3,0.23,0.26,0.29,0.33,0.25,0.26,0.31,0.31,0.23,0.26,0.3,0.29,0.24,0.25,0.29,0.32,0.22,0.25,0.3,0.31,0.24,0.25,0.29,0.31,0.22,0.26,0.29,0.31,0.23,0.26,0.28,0.31,F
0.26,0.29,0.33,0.25,0.26,0.31,0.31,0.23,0.26,0.29,0.31,0.23,0.25,0.29,0.32,0.22,0.25,0.3,0.31,0.24,0.26,0.29,0.29,0.24,0.26,0.29,0.31,0.23,0.26,0.28,0.31,0.23,0.26,0.28,0.32,F
0.26,0.31,0.31,0.23,0.26,0.29,0.31,0.23,0.26,0.29,0.31,0.23,0.25,0.3,0.31,0.24,0.26,0.29,0.29,0.24,0.26,0.29,0.31,0.22,0.26,0.28,0.31,0.23,0.26,0.28,0.32,0.24,0.25,0.29,0.32,F
0.26,0.29,0.31,0.23,0.26,0.29,0.3,0.23,0.25,0.28,0.3,0.23,0.26,0.29,0.31,0.22,0.26,0.29,0.28,0.24,0.25,0.27,0.28,0.22,0.25,0.29,0.32,0.24,0.25,0.29,0.31,0.24,0.25,0.31,0.33,F
0.26,0.29,0.3,0.23,0.25,0.28,0.3,0.23,0.25,0.28,0.3,0.23,0.26,0.29,0.28,0.24,0.25,0.27,0.28,0.22,0.25,0.29,0.29,0.22,0.25,0.29,0.31,0.24,0.25,0.31,0.33,0.24,0.26,0.31,0.32,F
0.25,0.29,0.31,0.23,0.26,0.29,0.31,0.23,0.26,0.31,0.3,0.23,0.25,0.29,0.31,0.22,0.26,0.32,0.32,0.24,0.26,0.3,0.34,0.24,0.26,0.29,0.32,0.24,0.26,0.29,0.32,0.24,0.26,0.29,0.32,F
0.26,0.29,0.31,0.23,0.26,0.31,0.3,0.23,0.26,0.31,0.31,0.25,0.26,0.32,0.32,0.24,0.26,0.3,0.34,0.24,0.26,0.29,0.32,0.24,0.26,0.29,0.32,0.24,0.26,0.29,0.32,0.23,0.27,0.31,0.29,F
0.26,0.31,0.3,0.23,0.26,0.31,0.31,0.25,0.26,0.29,0.3,0.23,0.26,0.3,0.34,0.24,0.26,0.29,0.32,0.24,0.25,0.29,0.29,0.24,0.26,0.29,0.32,0.23,0.27,0.31,0.29,0.23,0.25,0.29,0.29,F
0.26,0.31,0.31,0.25,0.26,0.29,0.3,0.23,0.23,0.28,0.29,0.22,0.26,0.29,0.32,0.24,0.25,0.29,0.29,0.24,0.26,0.29,0.28,0.22,0.27,0.31,0.29,0.23,0.25,0.29,0.29,0.22,0.25,0.28,0.27,F
0.26,0.29,0.3,0.23,0.23,0.28,0.29,0.22,0.25,0.28,0.29,0.23,0.25,0.29,0.29,0.24,0.26,0.29,0.28,0.22,0.25,0.27,0.29,0.22,0.25,0.29,0.29,0.22,0.25,0.28,0.27,0.22,0.25,0.28,0.27,F
0.25,0.28,0.29,0.23,0.25,0.29,0.29,0.23,0.25,0.29,0.29,0.22,0.25,0.27,0.29,0.22,0.26,0.29,0.31,0.24,0.26,0.27,0.29,0.24,0.25,0.28,0.27,0.23,0.25,0.28,0.31,0.23,0.25,0.26,0.29,F
0.25,0.29,0.29,0.22,0.26,0.29,0.3,0.23,0.26,0.29,0.31,0.25,0.26,0.27,0.29,0.24,0.26,0.29,0.29,0.22,0.26,0.3,0.29,0.24,0.25,0.26,0.29,0.24,0.25,0.29,0.29,0.24,0.25,0.28,0.29,F
0.26,0.29,0.3,0.23,0.26,0.29,0.31,0.25,0.26,0.31,0.31,0.25,0.26,0.29,0.29,0.22,0.26,0.3,0.29,0.24,0.26,0.3,0.32,0.24,0.25,0.29,0.29,0.24,0.25,0.28,0.29,0.23,0.25,0.28,0.31,F
0.26,0.29,0.31,0.25,0.26,0.31,0.31,0.25,0.26,0.31,0.3,0.25,0.26,0.3,0.29,0.24,0.26,0.3,0.32,0.24,0.25,0.3,0.32,0.24,0.25,0.28,0.29,0.23,0.25,0.28,0.31,0.24,0.26,0.29,0.31,F
0.26,0.31,0.31,0.25,0.26,0.31,0.3,0.25,0.27,0.31,0.31,0.25,0.26,0.3,0.32,0.24,0.25,0.3,0.32,0.24,0.25,0.3,0.31,0.25,0.25,0.28,0.31,0.24,0.26,0.29,0.31,0.24,0.25,0.29,0.33,F
0.26,0.31,0.3,0.25,0.27,0.31,0.31,0.25,0.27,0.31,0.31,0.25,0.25,0.3,0.32,0.24,0.25,0.3,0.31,0.25,0.26,0.3,0.29,0.24,0.26,0.29,0.31,0.24,0.25,0.29,0.33,0.23,0.25,0.31,0.33,F
0.27,0.31,0.31,0.25,0.27,0.31,0.31,0.25,0.26,0.31,0.35,0.25,0.25,0.3,0.31,0.25,0.26,0.3,0.29,0.24,0.26,0.3,0.31,0.25,0.25,0.29,0.33,0.23,0.25,0.31,0.33,0.24,0.26,0.31,0.32,F
0.27,0.34,0.36,0.31,0.27,0.31,0.33,0.27,0.26,0.31,0.31,0.27,0.28,0.35,0.38,0.33,0.26,0.33,0.36,0.28,0.28,0.32,0.35,0.28,0.26,0.36,0.41,0.34,0.26,0.33,0.38,0.31,0.26,0.33,0.36,D
0.27,0.31,0.33,0.27,0.26,0.31,0.31,0.27,0.27,0.31,0.31,0.26,0.26,0.33,0.36,0.28,0.28,0.32,0.35,0.28,0.28,0.32,0.32,0.29,0.26,0.33,0.38,0.31,0.26,0.33,0.36,0.3,0.26,0.33,0.35,D
0.26,0.31,0.31,0.27,0.27,0.31,0.31,0.26,0.27,0.31,0.31,0.26,0.28,0.32,0.35,0.28,0.28,0.32,0.32,0.29,0.28,0.33,0.35,0.28,0.26,0.33,0.36,0.3,0.26,0.33,0.35,0.29,0.27,0.33,0.35,D
0.18,0.13,0.39,0.42,0.18,0.13,0.41,0.42,0.18,0.13,0.41,0.45,0.18,0.13,0.36,0.41,0.19,0.15,0.38,0.38,0.2,0.16,0.38,0.4,0.21,0.17,0.38,0.4,0.21,0.19,0.36,0.35,0.24,0.22,0.33,B
0.18,0.11,0.42,0.51,0.17,0.11,0.42,0.51,0.18,0.13,0.42,0.48,0.2,0.16,0.38,0.41,0.2,0.19,0.35,0.38,0.23,0.25,0.35,0.29,0.25,0.28,0.33,0.29,0.27,0.33,0.35,0.29,0.29,0.35,0.33,B
0.17,0.11,0.42,0.51,0.18,0.13,0.42,0.48,0.2,0.17,0.36,0.36,0.2,0.19,0.35,0.38,0.23,0.25,0.35,0.29,0.26,0.27,0.34,0.25,0.27,0.33,0.35,0.29,0.29,0.35,0.33,0.29,0.29,0.33,0.33,B
0.18,0.13,0.42,0.48,0.2,0.17,0.36,0.36,0.26,0.26,0.31,0.23,0.23,0.25,0.35,0.29,0.26,0.27,0.34,0.25,0.26,0.3,0.34,0.24,0.29,0.35,0.33,0.29,0.29,0.33,0.33,0.29,0.27,0.33,0.36,D
0.2,0.17,0.36,0.36,0.26,0.26,0.31,0.23,0.27,0.31,0.33,0.25,0.26,0.27,0.34,0.25,0.26,0.3,0.34,0.24,0.28,0.32,0.34,0.27,0.29,0.33,0.33,0.29,0.27,0.33,0.36,0.25,0.27,0.33,0.33,D
0.38,0.46,0.51,0.38,0.38,0.46,0.45,0.37,0.38,0.44,0.45,0.35,0.35,0.4,0.4,0.33,0.32,0.35,0.35,0.29,0.27,0.33,0.33,0.25,0.27,0.3,0.29,0.22,0.25,0.29,0.31,0.21,0.25,0.29,0.31,C
0.38,0.46,0.45,0.37,0.38,0.44,0.45,0.35,0.34,0.4,0.41,0.34,0.32,0.35,0.35,0.29,0.27,0.33,0.33,0.25,0.33,0.4,0.41,0.33,0.25,0.29,0.31,0.21,0.25,0.29,0.31,0.24,0.28,0.35,0.37,C
0.38,0.44,0.45,0.35,0.34,0.4,0.41,0.34,0.36,0.42,0.45,0.35,0.27,0.33,0.33,0.25,0.33,0.4,0.41,0.33,0.38,0.45,0.49,0.4,0.25,0.29,0.31,0.24,0.28,0.35,0.37,0.3,0.35,0.45,0.49,C
0.34,0.4,0.41,0.34,0.36,0.42,0.45,0.35,0.36,0.44,0.47,0.35,0.33,0.4,0.41,0.33,0.38,0.45,0.49,0.4,0.36,0.47,0.49,0.38,0.28,0.35,0.37,0.3,0.35,0.45,0.49,0.38,0.38,0.47,0.47,C
0.36,0.42,0.45,0.35,0.36,0.44,0.47,0.35,0.36,0.42,0.43,0.37,0.38,0.45,0.49,0.4,0.36,0.47,0.49,0.38,0.36,0.47,0.47,0.38,0.35,0.45,0.49,0.38,0.38,0.47,0.47,0.4,0.36,0.47,0.47,C
0.36,0.42,0.43,0.37,0.36,0.42,0.43,0.35,0.33,0.42,0.45,0.34,0.36,0.47,0.47,0.38,0.35,0.45,0.45,0.34,0.33,0.44,0.45,0.34,0.36,0.47,0.47,0.38,0.35,0.47,0.47,0.36,0.33,0.44,0.44,C
0.36,0.42,0.43,0.35,0.33,0.42,0.45,0.34,0.33,0.4,0.41,0.34,0.35,0.45,0.45,0.34,0.33,0.44,0.45,0.34,0.33,0.42,0.43,0.34,0.35,0.47,0.47,0.36,0.33,0.44,0.44,0.36,0.35,0.42,0.44,D
0.33,0.42,0.45,0.34,0.33,0.4,0.41,0.34,0.34,0.4,0.41,0.33,0.33,0.44,0.45,0.34,0.33,0.42,0.43,0.34,0.35,0.42,0.41,0.34,0.33,0.44,0.44,0.36,0.35,0.42,0.44,0.34,0.35,0.42,0.44,D
0.33,0.4,0.41,0.34,0.34,0.4,0.41,0.33,0.34,0.4,0.41,0.33,0.33,0.42,0.43,0.34,0.35,0.42,0.41,0.34,0.33,0.42,0.45,0.34,0.35,0.42,0.44,0.34,0.35,0.42,0.44,0.34,0.33,0.42,0.44,D
0.34,0.4,0.41,0.33,0.33,0.4,0.45,0.34,0.34,0.44,0.47,0.35,0.33,0.42,0.45,0.34,0.33,0.44,0.45,0.35,0.35,0.44,0.45,0.33,0.33,0.42,0.44,0.34,0.35,0.4,0.44,0.34,0.35,0.4,0.4,D
0.34,0.44,0.47,0.35,0.36,0.44,0.45,0.35,0.34,0.4,0.41,0.33,0.35,0.44,0.45,0.33,0.35,0.42,0.43,0.33,0.32,0.38,0.4,0.31,0.35,0.4,0.4,0.33,0.33,0.38,0.4,0.31,0.31,0.38,0.37,D
0.36,0.44,0.45,0.35,0.34,0.4,0.41,0.33,0.31,0.35,0.36,0.28,0.35,0.42,0.43,0.33,0.32,0.38,0.4,0.31,0.31,0.35,0.38,0.29,0.33,0.38,0.4,0.31,0.31,0.38,0.37,0.28,0.3,0.33,0.37,D
0.34,0.4,0.41,0.33,0.31,0.35,0.36,0.28,0.28,0.33,0.32,0.25,0.32,0.38,0.4,0.31,0.31,0.35,0.38,0.29,0.26,0.31,0.32,0.25,0.31,0.38,0.37,0.28,0.3,0.33,0.37,0.27,0.3,0.32,0.34,F
0.28,0.33,0.32,0.25,0.28,0.3,0.34,0.27,0.28,0.32,0.32,0.24,0.26,0.31,0.32,0.25,0.27,0.31,0.32,0.24,0.27,0.31,0.33,0.24,0.3,0.32,0.34,0.25,0.28,0.32,0.34,0.25,0.27,0.32,0.32,F
0.28,0.3,0.34,0.27,0.28,0.32,0.32,0.24,0.26,0.3,0.29,0.22,0.27,0.31,0.32,0.24,0.27,0.31,0.33,0.24,0.27,0.33,0.32,0.23,0.28,0.32,0.34,0.25,0.27,0.32,0.32,0.25,0.27,0.32,0.32,F
0.26,0.3,0.29,0.22,0.26,0.29,0.29,0.22,0.26,0.29,0.31,0.22,0.27,0.33,0.32,0.23,0.26,0.31,0.32,0.24,0.27,0.31,0.32,0.23,0.27,0.32,0.32,0.25,0.28,0.3,0.32,0.24,0.27,0.3,0.31,F
0.26,0.29,0.29,0.22,0.26,0.29,0.31,0.22,0.26,0.29,0.31,0.24,0.26,0.31,0.32,0.24,0.27,0.31,0.32,0.23,0.25,0.31,0.31,0.23,0.28,0.3,0.32,0.24,0.27,0.3,0.31,0.24,0.27,0.3,0.31,F
0.26,0.29,0.31,0.24,0.28,0.3,0.31,0.24,0.28,0.3,0.32,0.24,0.25,0.31,0.31,0.23,0.26,0.29,0.31,0.24,0.26,0.31,0.31,0.24,0.27,0.3,0.31,0.24,0.27,0.29,0.29,0.22,0.25,0.29,0.31,F
0.28,0.3,0.31,0.24,0.28,0.3,0.32,0.24,0.28,0.32,0.32,0.24,0.26,0.29,0.31,0.24,0.26,0.31,0.31,0.24,0.26,0.31,0.31,0.24,0.27,0.29,0.29,0.22,0.25,0.29,0.31,0.22,0.27,0.29,0.31,F
0.26,0.3,0.34,0.25,0.26,0.3,0.32,0.24,0.26,0.3,0.29,0.24,0.26,0.31,0.32,0.24,0.25,0.28,0.31,0.24,0.25,0.29,0.31,0.22,0.27,0.3,0.31,0.24,0.25,0.3,0.29,0.22,0.25,0.3,0.29,F
0.26,0.3,0.29,0.24,0.25,0.29,0.32,0.22,0.25,0.3,0.31,0.24,0.25,0.29,0.31,0.22,0.26,0.29,0.31,0.23,0.26,0.28,0.31,0.23,0.25,0.3,0.29,0.22,0.25,0.3,0.31,0.24,0.25,0.3,0.31,F
0.25,0.3,0.31,0.24,0.26,0.29,0.29,0.24,0.26,0.29,0.31,0.22,0.26,0.28,0.31,0.23,0.26,0.28,0.32,0.24,0.25,0.29,0.32,0.24,0.25,0.3,0.31,0.24,0.27,0.3,0.31,0.24,0.27,0.3,0.31,F
0.26,0.29,0.29,0.24,0.26,0.29,0.31,0.22,0.26,0.29,0.28,0.24,0.26,0.28,0.32,0.24,0.25,0.29,0.32,0.24,0.25,0.29,0.31,0.24,0.27,0.3,0.31,0.24,0.27,0.3,0.31,0.25,0.25,0.3,0.29,F
0.26,0.29,0.31,0.22,0.26,0.29,0.28,0.24,0.25,0.27,0.28,0.22,0.25,0.29,0.32,0.24,0.25,0.29,0.31,0.24,0.25,0.31,0.33,0.24,0.27,0.3,0.31,0.25,0.25,0.3,0.29,0.25,0.27,0.3,0.32,F
0.26,0.29,0.28,0.24,0.25,0.27,0.28,0.22,0.25,0.29,0.29,0.22,0.25,0.29,0.31,0.24,0.25,0.31,0.33,0.24,0.26,0.31,0.32,0.23,0.25,0.3,0.29,0.25,0.27,0.3,0.32,0.25,0.27,0.32,0.31,F
0.25,0.27,0.28,0.22,0.25,0.29,0.29,0.22,0.25,0.29,0.31,0.22,0.25,0.31,0.33,0.24,0.26,0.31,0.32,0.23,0.26,0.29,0.32,0.24,0.27,0.3,0.32,0.25,0.27,0.32,0.31,0.24,0.27,0.3,0.31,F
0.25,0.29,0.31,0.22,0.26,0.32,0.32,0.24,0.26,0.3,0.34,0.24,0.26,0.29,0.32,0.24,0.26,0.29,0.32,0.24,0.26,0.29,0.32,0.23,0.27,0.3,0.31,0.24,0.27,0.3,0.31,0.22,0.27,0.3,0.29,F
0.26,0.32,0.32,0.24,0.26,0.3,0.34,0.24,0.26,0.29,0.32,0.24,0.26,0.29,0.32,0.24,0.26,0.29,0.32,0.23,0.27,0.31,0.29,0.23,0.27,0.3,0.31,0.22,0.27,0.3,0.29,0.22,0.27,0.29,0.31,F
0.26,0.3,0.34,0.24,0.26,0.29,0.32,0.24,0.25,0.29,0.29,0.24,0.26,0.29,0.32,0.23,0.27,0.31,0.29,0.23,0.25,0.29,0.29,0.22,0.27,0.3,0.29,0.22,0.27,0.29,0.31,0.21,0.27,0.29,0.29,F
0.26,0.29,0.32,0.24,0.25,0.29,0.29,0.24,0.26,0.29,0.28,0.22,0.27,0.31,0.29,0.23,0.25,0.29,0.29,0.22,0.25,0.28,0.27,0.22,0.27,0.29,0.31,0.21,0.27,0.29,0.29,0.21,0.25,0.27,0.29,F
0.26,0.27,0.29,0.24,0.26,0.29,0.29,0.22,0.26,0.3,0.29,0.24,0.25,0.26,0.29,0.24,0.25,0.29,0.29,0.24,0.25,0.28,0.29,0.23,0.27,0.27,0.29,0.22,0.25,0.29,0.29,0.22,0.25,0.29,0.29,F
